PFL1525c	00230
PFL1540c	00400 00970
PFL1550w	00010 00020 00252 00260 00280 00620
PFL1655c	00230 00240 03030 03410 03420
PFL1720w	00260 00670 00680
PFL1725w	00190
PFL1880w	00071
PFL1920c	00730
PFL1940w	00280 00410 00640
PFL2005w	03030 03420 03430
PFL2010c	00230
PFL2055w	03010
PFL2070w	04130
PFL2125c	03022 03420
PFL2175w	04120
PFL2210w	00260 00860
PFL2345c	03050
PFL2395c	00340 00350 00380 00440 00450
PFL2440w	00230
PFL2465c	00240
PFL2475w	00230
PFL2485c	00380 00970
PFL2510w	00530
PFL2570w	00071
